0,['-4.533579e-12', '1.6633738e-08', '1.2510238e-08', '-1.38312e-13', '3.9489348e-17', '3.3014678e-19'](-0.004936712017667256, 0.2738224753241505, 0.09467755771659962)
878,['1.8996536', '-1.1087394', '-1.3076161', '0.8464896', '0.00055230653', '0.32882312'](-0.015049637965837458, 0.24389869118957158, 0.054646810700438336)
879,['1.8996536', '-1.1087393', '-1.3076166', '0.8464896', '0.00055230653', '0.32882312'](-0.015049593181637488, 0.24389854427728008, 0.05464672124732414)
880,['1.8996536', '-1.1087391', '-1.3076171', '0.8464896', '0.00055230653', '0.32882312'](-0.015049568762416601, 0.2438985347512298, 0.05464672124048249)
881,['1.8996536', '-1.108739', '-1.3076175', '0.8464896', '0.00055230653', '0.32882312'](-0.01504955935796924, 0.24389846845022278, 0.054646661613689626)
882,['1.8996536', '-1.1087389', '-1.307618', '0.8464896', '0.00055230653', '0.32882312'](-0.015049566875847466, 0.24389839347841383, 0.054646646703374366)
883,['1.8996536', '-1.1087388', '-1.3076185', '0.8464896', '0.00055230653', '0.32882312'](-0.015049498667264318, 0.24389837153062058, 0.05464663177200317)
884,['1.8996536', '-1.1087387', '-1.307619', '0.8464896', '0.00055230653', '0.32882312'](-0.015049480022801215, 0.24389827831471406, 0.05464657214422455)
885,['1.8996536', '-1.1087385', '-1.3076195', '0.8464896', '0.00055230653', '0.32882312'](-0.015049454964258222, 0.24389821185833113, 0.05464654231982402)
886,['1.8996536', '-1.1087384', '-1.3076199', '0.8464896', '0.00055230653', '0.32882312'](-0.015049438643754959, 0.24389812496066698, 0.05464649759918605)
887,['1.8996536', '-1.1087383', '-1.3076204', '0.8464896', '0.00055230653', '0.32882312'](-0.015049396513782799, 0.24389805064763315, 0.05464645286018675)
